2026-03-18 17:24:44,80
2026-03-18 17:24:45,87
2026-03-18 17:24:46,66
2026-03-18 17:24:47,68
2026-03-18 17:24:48,73
2026-03-18 17:24:49,50
2026-03-18 17:24:50,88
2026-03-18 17:24:51,92
2026-03-18 17:24:52,69
2026-03-18 17:24:53,82
2026-03-18 17:24:54,83
2026-03-18 17:24:55,86
2026-03-18 17:24:56,62
2026-03-18 17:24:57,76
2026-03-18 17:24:58,68
2026-03-18 17:24:59,72
2026-03-18 17:25:00,74
2026-03-18 17:25:01,70
2026-03-18 17:25:02,126
2026-03-18 17:25:03,81
2026-03-18 17:25:04,82
2026-03-18 17:25:05,54
2026-03-18 17:25:06,80
2026-03-18 17:25:07,66
2026-03-18 17:25:08,78
2026-03-18 17:25:09,80
2026-03-18 17:25:10,82
2026-03-18 17:25:11,49
2026-03-18 17:25:12,68
2026-03-18 17:25:13,79
2026-03-18 17:25:14,60
2026-03-18 17:25:15,138
2026-03-18 17:25:16,85
2026-03-18 17:25:17,71
2026-03-18 17:25:18,79
2026-03-18 17:25:19,86
2026-03-18 17:25:20,76
2026-03-18 17:25:21,139
2026-03-18 17:25:22,75
2026-03-18 17:25:23,84
2026-03-18 17:25:24,73
2026-03-18 17:25:25,48
